OKRES,OBEC,OKRSEK,PROP_MAE,OKRSEK_POC_HLASU,url_ps2021,url_ps2025
2107,536652,1,1.22,357,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/536652_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/536652_1.json
3103,546097,1,1.22,389,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3103/546097_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3103/546097_1.json
2107,535630,1,1.22,415,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535630_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535630_1.json
2103,532819,10,1.22,473,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532819_10.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532819_10.json
6202,551091,22001,1.22,500,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551091_22001.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551091_22001.json
3204,558249,5,1.22,534,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3204/558249_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3204/558249_5.json
5203,574279,7,1.22,564,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574279_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574279_7.json
6104,590266,24,1.22,672,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590266_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590266_24.json
8102,598003,8,1.22,758,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598003_8.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598003_8.json
6203,583251,2,1.22,862,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583251_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583251_2.json
7203,500071,1,1.22,1043,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/500071_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/500071_1.json
6201,582018,1,1.22,1107,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/582018_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/582018_1.json
4203,565091,1,1.23,169,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4203/565091_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4203/565091_1.json
5201,570419,1,1.23,216,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/570419_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/570419_1.json
6203,584002,2,1.23,396,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/584002_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/584002_2.json
5102,563510,47,1.23,576,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5102/563510_47.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5102/563510_47.json
6103,547913,1,1.23,745,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/547913_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/547913_1.json
2108,537055,1,1.24,255,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2108/537055_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2108/537055_1.json
7204,500011,2,1.24,284,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/500011_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/500011_2.json
4201,566900,1,1.24,295,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4201/566900_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4201/566900_1.json
3203,546208,4001,1.24,447,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546208_4001.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546208_4001.json
1100,547034,11040,1.24,517,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/547034_11040.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/547034_11040.json
6101,568759,5,1.24,691,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/568759_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/568759_5.json
5205,579513,1,1.24,899,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579513_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579513_1.json
5201,570524,1,1.25,168,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/570524_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/570524_1.json
3202,557455,2,1.25,202,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/557455_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/557455_2.json
3101,545104,1,1.25,331,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/545104_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/545104_1.json
2111,540625,1,1.25,345,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540625_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540625_1.json
4102,554961,23,1.25,442,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/554961_23.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/554961_23.json
3101,544256,72,1.25,443,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_72.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_72.json
1100,538213,20002,1.25,512,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/538213_20002.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/538213_20002.json
7203,541630,7,1.25,521,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/541630_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/541630_7.json
6202,551082,1002,1.25,573,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551082_1002.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551082_1002.json
5304,580511,3,1.25,593,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580511_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580511_3.json
4102,537918,1,1.25,1008,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4102/537918_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4102/537918_1.json
2102,531294,1,1.25,1012,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531294_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531294_1.json
7102,500526,1,1.25,1191,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500526_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500526_1.json
5303,572730,1,1.26,102,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/572730_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/572730_1.json
5102,563510,11,1.26,393,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5102/563510_11.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5102/563510_11.json
4203,565555,7,1.26,412,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4203/565555_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4203/565555_7.json
3203,545988,2020,1.26,471,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/545988_2020.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/545988_2020.json
6202,551228,12003,1.26,636,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551228_12003.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551228_12003.json
3104,549878,1,1.27,160,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3104/549878_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3104/549878_1.json
6201,581283,10,1.27,297,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6201/581283_10.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6201/581283_10.json
8104,568741,1,1.27,364,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/568741_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/568741_1.json
8102,598003,30,1.27,370,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598003_30.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598003_30.json
3107,552046,24,1.27,425,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552046_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552046_24.json
4206,567442,13,1.27,506,https://www.volby.cz/appdata/ps2021/vysled/okrsek/4206/567442_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/4206/567442_13.json
8102,598810,33,1.27,547,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8102/598810_33.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8102/598810_33.json
2111,564486,1,1.27,591,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/564486_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/564486_1.json
5301,571539,1,1.27,628,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/571539_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/571539_1.json
5201,569810,21,1.27,630,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_21.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_21.json
6202,551295,21003,1.27,639,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551295_21003.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551295_21003.json
3202,555771,5,1.27,668,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/555771_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/555771_5.json
2102,531324,1,1.27,673,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531324_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531324_1.json
6101,568759,6,1.27,748,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/568759_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/568759_6.json
8105,555321,50,1.27,806,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8105/555321_50.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8105/555321_50.json
6104,590622,1,1.28,184,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590622_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590622_1.json
6205,586200,1,1.28,217,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586200_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586200_1.json
8104,599352,4,1.28,312,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599352_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599352_4.json
5204,576271,1,1.28,336,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5204/576271_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5204/576271_1.json
7202,592480,1,1.28,397,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7202/592480_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7202/592480_1.json
7203,545058,17,1.28,402,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/545058_17.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/545058_17.json
6202,551147,11010,1.28,522,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551147_11010.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551147_11010.json
6102,586846,5,1.28,532,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/586846_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/586846_5.json
7204,585068,66,1.28,578,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585068_66.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585068_66.json
3107,552712,1,1.29,64,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552712_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552712_1.json
3201,553425,12,1.29,102,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3201/553425_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3201/553425_12.json
2101,530883,2,1.29,329,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530883_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530883_2.json
3203,546208,4007,1.29,507,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/546208_4007.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/546208_4007.json
2106,535222,2,1.29,563,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535222_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535222_2.json
1100,500178,6071,1.29,570,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/500178_6071.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/500178_6071.json
1100,538949,21007,1.29,608,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/538949_21007.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/538949_21007.json
6102,586846,15,1.29,650,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6102/586846_15.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6102/586846_15.json
6103,547999,2,1.29,668,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6103/547999_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6103/547999_2.json
7204,585068,63,1.29,683,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585068_63.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585068_63.json
7104,511382,9,1.29,715,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7104/511382_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7104/511382_9.json
7204,585211,1,1.29,815,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585211_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585211_1.json
7102,501841,1,1.29,870,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/501841_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/501841_1.json
5302,574996,1,1.29,1074,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574996_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574996_1.json
7102,500852,1,1.29,1453,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/500852_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/500852_1.json
5203,547786,1,1.3,276,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/547786_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/547786_1.json
5202,572659,12,1.3,530,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5202/572659_12.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5202/572659_12.json
7202,550744,3,1.3,608,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7202/550744_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7202/550744_3.json
3107,553131,3,1.3,628,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/553131_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/553131_3.json
3105,550230,1,1.3,676,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3105/550230_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3105/550230_1.json
6203,583782,4,1.3,711,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/583782_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/583782_4.json
6101,569429,1,1.31,185,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/569429_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/569429_1.json
1100,500208,8086,1.31,417,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/500208_8086.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/500208_8086.json
5303,580325,1,1.31,435,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/580325_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/580325_1.json
2101,529303,4,1.31,514,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/529303_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/529303_4.json
6202,551066,4001,1.31,538,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551066_4001.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551066_4001.json
6203,584002,6,1.31,543,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/584002_6.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/584002_6.json
5201,569810,20,1.31,548,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569810_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569810_20.json
6202,551279,26007,1.31,612,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551279_26007.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551279_26007.json
8104,599191,19,1.31,739,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599191_19.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599191_19.json
8104,599999,2,1.31,1146,https://www.volby.cz/appdata/ps2021/vysled/okrsek/8104/599999_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/8104/599999_2.json
3106,550981,1,1.32,110,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3106/550981_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3106/550981_1.json
6104,590509,1,1.32,134,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/590509_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/590509_1.json
2111,540943,1,1.32,171,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540943_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540943_1.json
5201,569968,1,1.32,290,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/569968_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/569968_1.json
3105,550451,1,1.32,303,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3105/550451_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3105/550451_1.json
3203,545988,2017,1.32,383,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/545988_2017.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/545988_2017.json
6204,584291,10,1.32,597,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6204/584291_10.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6204/584291_10.json
5303,577731,9,1.32,607,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5303/577731_9.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5303/577731_9.json
6202,551198,3017,1.32,660,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551198_3017.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551198_3017.json
7203,545058,20,1.32,708,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/545058_20.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/545058_20.json
7203,545252,3,1.32,710,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7203/545252_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7203/545252_3.json
5203,574066,1,1.33,279,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5203/574066_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5203/574066_1.json
3202,556203,1,1.33,283,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/556203_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/556203_1.json
5301,571393,1,1.33,414,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5301/571393_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5301/571393_1.json
3107,552054,2,1.33,447,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3107/552054_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3107/552054_2.json
2107,535419,44,1.33,479,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2107/535419_44.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2107/535419_44.json
1100,547417,18010,1.33,659,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/547417_18010.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/547417_18010.json
5201,570451,2,1.33,671,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5201/570451_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5201/570451_2.json
3202,555771,4,1.33,841,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/555771_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/555771_4.json
2108,537993,1,1.34,220,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2108/537993_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2108/537993_1.json
6105,596825,1,1.34,313,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6105/596825_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6105/596825_1.json
2101,530051,1,1.34,428,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2101/530051_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2101/530051_1.json
2104,537641,3,1.34,480,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2104/537641_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2104/537641_3.json
7105,541354,3,1.34,503,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/541354_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/541354_3.json
5304,580350,2,1.34,572,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5304/580350_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5304/580350_2.json
6205,586081,1,1.34,634,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6205/586081_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6205/586081_1.json
3203,558427,3,1.35,312,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/558427_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/558427_3.json
3101,544256,13,1.35,360,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/544256_13.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/544256_13.json
2106,535265,1,1.35,393,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535265_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535265_1.json
1100,500208,8103,1.35,417,https://www.volby.cz/appdata/ps2021/vysled/okrsek/1100/500208_8103.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/1100/500208_8103.json
2103,532053,24,1.35,436,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2103/532053_24.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2103/532053_24.json
2106,535257,1,1.35,466,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/535257_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/535257_1.json
6101,569593,4,1.35,486,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6101/569593_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6101/569593_4.json
6206,593559,4,1.35,498,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6206/593559_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6206/593559_4.json
5104,577294,1,1.35,506,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5104/577294_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5104/577294_1.json
5205,579203,7,1.35,553,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5205/579203_7.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5205/579203_7.json
7102,503444,4,1.35,731,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/503444_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/503444_4.json
3206,579033,1,1.36,145,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3206/579033_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3206/579033_1.json
3205,559300,2,1.36,306,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3205/559300_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3205/559300_2.json
6203,582808,1,1.36,407,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6203/582808_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6203/582808_1.json
7102,504505,2,1.36,514,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7102/504505_2.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7102/504505_2.json
2111,540901,1,1.36,549,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2111/540901_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2111/540901_1.json
3203,558371,5,1.36,620,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3203/558371_5.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3203/558371_5.json
6202,551147,11004,1.36,635,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551147_11004.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551147_11004.json
3102,545821,1,1.36,761,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3102/545821_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3102/545821_1.json
7105,541354,1,1.36,825,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/541354_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/541354_1.json
6104,591742,1,1.36,988,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6104/591742_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6104/591742_1.json
3202,557455,1,1.37,171,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3202/557455_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3202/557455_1.json
3101,535893,1,1.37,249,https://www.volby.cz/appdata/ps2021/vysled/okrsek/3101/535893_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/3101/535893_1.json
7105,540854,1,1.37,303,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7105/540854_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7105/540854_1.json
5302,574716,1017,1.37,315,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574716_1017.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574716_1017.json
7204,585068,60,1.37,425,https://www.volby.cz/appdata/ps2021/vysled/okrsek/7204/585068_60.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/7204/585068_60.json
5302,574767,3,1.37,484,https://www.volby.cz/appdata/ps2021/vysled/okrsek/5302/574767_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/5302/574767_3.json
2102,531456,1,1.37,490,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2102/531456_1.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2102/531456_1.json
2106,534676,4,1.37,504,https://www.volby.cz/appdata/ps2021/vysled/okrsek/2106/534676_4.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/2106/534676_4.json
6207,593711,3,1.37,524,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6207/593711_3.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6207/593711_3.json
6202,551287,14011,1.37,525,https://www.volby.cz/appdata/ps2021/vysled/okrsek/6202/551287_14011.json,https://www.volby.cz/appdata/ps2025/vysled/okrsek/6202/551287_14011.json
